cbsd_id,type,band,weather,density,traffic
7818,scientific,n3,emergency,urban,emergency
7819,educational,n2,cloudy,urban,video
7820,scientific,n2,snowy,urban,data
7821,scientific,n3,rainy,rural,video
7822,government,n1,emergency,rural,video
7823,ordinary,n4,foggy,rural,emergency
7824,educational,n1,emergency,rural,voice
7825,scientific,n4,foggy,rural,data
7826,ordinary,n2,cloudy,semi-urban,data
7827,educational,n1,snowy,semi-urban,data
7828,government,n4,foggy,semi-urban,emergency
7829,ordinary,n3,sunny,urban,video
7830,government,n4,rainy,rural,emergency
7831,emergency,n5,cloudy,urban,emergency
7832,government,n4,emergency,urban,data
7833,educational,n5,rainy,semi-urban,voice
7834,ordinary,n4,cloudy,urban,voice
7835,educational,n4,cloudy,urban,voice
7836,educational,n2,rainy,rural,data
7837,emergency,n4,sunny,semi-urban,emergency
7838,educational,n2,rainy,semi-urban,emergency
7839,government,n1,rainy,urban,data
7840,emergency,n5,snowy,semi-urban,data
7841,government,n4,cloudy,urban,voice
7842,educational,n1,snowy,rural,video
7843,government,n4,emergency,semi-urban,data
7844,educational,n4,foggy,semi-urban,video
7845,ordinary,n1,cloudy,semi-urban,data
7846,government,n1,rainy,urban,video
7847,scientific,n2,rainy,semi-urban,data
7848,ordinary,n1,cloudy,urban,video
7849,ordinary,n2,snowy,urban,voice
7850,ordinary,n5,snowy,rural,data
7851,emergency,n4,cloudy,rural,data
7852,ordinary,n1,sunny,urban,data
7853,scientific,n5,foggy,urban,video
7854,emergency,n4,emergency,urban,voice
7855,government,n5,cloudy,urban,data
7856,scientific,n5,sunny,rural,video
7857,educational,n4,sunny,rural,voice
7858,scientific,n4,sunny,urban,data
7859,emergency,n2,cloudy,rural,emergency
7860,scientific,n2,sunny,rural,video
7861,ordinary,n3,rainy,rural,voice
7862,ordinary,n4,emergency,semi-urban,data
7863,emergency,n3,rainy,urban,voice
7864,ordinary,n1,snowy,semi-urban,voice
7865,scientific,n4,emergency,rural,video
7866,government,n3,rainy,urban,video
7867,educational,n4,emergency,rural,video
7868,emergency,n4,foggy,urban,video
7869,government,n3,emergency,urban,emergency
7870,emergency,n1,emergency,rural,voice
7871,emergency,n5,snowy,semi-urban,video
7872,scientific,n4,sunny,urban,emergency
7873,educational,n1,cloudy,rural,video
7874,government,n1,snowy,semi-urban,video
7875,ordinary,n2,foggy,rural,emergency
7876,government,n3,rainy,rural,data
7877,educational,n2,sunny,rural,voice
7878,scientific,n5,foggy,semi-urban,video
7879,government,n4,sunny,rural,emergency
7880,emergency,n5,emergency,semi-urban,voice
7881,government,n2,snowy,semi-urban,voice
7882,emergency,n5,sunny,urban,video
7883,scientific,n1,snowy,urban,emergency
7884,scientific,n2,emergency,urban,data
7885,ordinary,n5,rainy,semi-urban,video
7886,government,n3,rainy,urban,video
7887,educational,n1,rainy,rural,emergency
7888,ordinary,n5,emergency,semi-urban,emergency
7889,scientific,n2,cloudy,semi-urban,data
7890,scientific,n4,emergency,urban,voice
7891,emergency,n2,snowy,semi-urban,emergency
7892,emergency,n1,emergency,urban,data
7893,emergency,n3,rainy,rural,voice
7894,scientific,n1,sunny,rural,data
7895,ordinary,n3,snowy,urban,video
7896,ordinary,n5,foggy,rural,data
7897,educational,n4,rainy,semi-urban,voice
7898,emergency,n3,rainy,semi-urban,data
7899,scientific,n3,sunny,rural,emergency
7900,scientific,n3,emergency,semi-urban,voice
7901,government,n5,emergency,semi-urban,emergency
7902,emergency,n5,emergency,semi-urban,voice
7903,government,n1,emergency,semi-urban,data
7904,scientific,n3,emergency,rural,emergency
7905,scientific,n2,foggy,semi-urban,voice
7906,emergency,n1,emergency,urban,video
7907,emergency,n1,emergency,semi-urban,data
7908,emergency,n4,sunny,rural,data
7909,scientific,n3,sunny,semi-urban,emergency
7910,scientific,n5,rainy,rural,video
7911,scientific,n2,emergency,rural,voice
7912,ordinary,n3,snowy,urban,data
7913,emergency,n3,foggy,rural,video
7914,government,n2,rainy,urban,voice
7915,government,n2,emergency,rural,voice
7916,ordinary,n3,foggy,rural,emergency
7917,government,n5,cloudy,semi-urban,emergency
7918,emergency,n5,cloudy,rural,voice
7919,ordinary,n3,rainy,semi-urban,data
7920,educational,n3,emergency,rural,emergency
7921,emergency,n4,foggy,rural,video
7922,emergency,n5,cloudy,rural,video
7923,emergency,n5,emergency,urban,data
7924,emergency,n1,emergency,urban,emergency
7925,educational,n1,cloudy,rural,data
7926,scientific,n5,foggy,semi-urban,video
7927,educational,n3,sunny,urban,data
7928,emergency,n3,emergency,rural,emergency
7929,educational,n5,cloudy,urban,data
7930,scientific,n2,emergency,semi-urban,video
7931,government,n4,sunny,rural,data
7932,government,n1,emergency,rural,emergency
7933,emergency,n2,sunny,urban,video
7934,educational,n1,cloudy,semi-urban,data
7935,government,n3,sunny,rural,video
7936,scientific,n2,rainy,rural,voice
7937,scientific,n4,snowy,urban,voice
7938,scientific,n5,snowy,rural,emergency
7939,emergency,n2,emergency,semi-urban,video
7940,ordinary,n5,rainy,rural,voice
7941,educational,n4,emergency,rural,voice
7942,emergency,n3,cloudy,semi-urban,emergency
7943,government,n3,cloudy,semi-urban,video
7944,scientific,n2,cloudy,urban,emergency
7945,ordinary,n1,sunny,urban,data
7946,scientific,n3,emergency,semi-urban,video
7947,government,n5,cloudy,urban,data
7948,government,n5,foggy,urban,data
7949,government,n4,sunny,rural,data
7950,emergency,n3,rainy,semi-urban,data
7951,government,n3,foggy,rural,voice
7952,scientific,n2,snowy,rural,voice
7953,government,n4,sunny,semi-urban,emergency
7954,educational,n3,snowy,urban,voice
7955,emergency,n4,emergency,rural,video
7956,government,n3,cloudy,rural,data
7957,government,n1,foggy,urban,data
7958,ordinary,n2,emergency,semi-urban,voice
7959,scientific,n3,rainy,semi-urban,video
7960,educational,n3,emergency,urban,emergency
7961,government,n2,snowy,urban,data
7962,government,n1,rainy,urban,data
7963,government,n3,sunny,semi-urban,emergency
7964,scientific,n3,foggy,urban,emergency
7965,emergency,n3,sunny,semi-urban,video
7966,scientific,n4,snowy,rural,data
7967,scientific,n3,rainy,urban,video
7968,educational,n1,snowy,semi-urban,voice
7969,government,n3,snowy,urban,video
7970,educational,n3,sunny,rural,video
7971,scientific,n2,sunny,urban,video
7972,educational,n1,foggy,semi-urban,voice
7973,ordinary,n4,sunny,rural,voice
7974,government,n2,rainy,urban,video
7975,educational,n4,emergency,urban,data
7976,scientific,n1,cloudy,semi-urban,voice
7977,government,n2,foggy,urban,video
7978,scientific,n1,snowy,urban,data
7979,educational,n5,rainy,urban,video
7980,emergency,n5,sunny,rural,data
7981,emergency,n3,sunny,rural,emergency
7982,educational,n4,foggy,urban,video
7983,government,n2,rainy,urban,data
7984,emergency,n3,cloudy,semi-urban,video
7985,emergency,n5,snowy,urban,voice
7986,government,n5,snowy,semi-urban,emergency
7987,educational,n3,cloudy,semi-urban,data
7988,scientific,n5,cloudy,urban,video
7989,government,n4,snowy,semi-urban,video
7990,government,n5,sunny,semi-urban,voice
7991,scientific,n2,rainy,semi-urban,video
7992,ordinary,n3,foggy,semi-urban,emergency
7993,government,n2,snowy,semi-urban,video
7994,government,n4,rainy,urban,data
7995,ordinary,n2,foggy,semi-urban,voice
7996,scientific,n5,rainy,semi-urban,emergency
7997,emergency,n4,sunny,semi-urban,emergency
7998,ordinary,n1,foggy,rural,video
7999,government,n2,sunny,rural,voice
8000,educational,n5,foggy,rural,emergency
8001,educational,n2,foggy,urban,video
8002,ordinary,n4,snowy,semi-urban,emergency
8003,government,n4,emergency,rural,video
8004,emergency,n5,foggy,urban,voice
8005,educational,n3,sunny,urban,video
8006,ordinary,n5,foggy,urban,voice
8007,ordinary,n3,cloudy,urban,voice
8008,educational,n5,rainy,urban,emergency
8009,scientific,n1,snowy,rural,voice
8010,scientific,n3,sunny,rural,video
8011,educational,n2,snowy,semi-urban,emergency
8012,educational,n2,foggy,urban,data
8013,scientific,n2,foggy,rural,emergency
8014,emergency,n5,snowy,rural,emergency
8015,ordinary,n3,emergency,semi-urban,voice
8016,ordinary,n1,emergency,urban,data
8017,ordinary,n2,snowy,semi-urban,voice
8018,ordinary,n3,snowy,rural,video
8019,emergency,n2,cloudy,semi-urban,voice
8020,ordinary,n1,cloudy,rural,emergency
8021,emergency,n2,rainy,semi-urban,data
8022,ordinary,n3,rainy,semi-urban,video
8023,scientific,n5,rainy,urban,data
8024,government,n2,emergency,rural,emergency
8025,emergency,n1,emergency,semi-urban,emergency
8026,educational,n5,cloudy,rural,voice
8027,emergency,n2,emergency,semi-urban,voice
8028,ordinary,n3,cloudy,semi-urban,voice
8029,emergency,n5,cloudy,urban,data
8030,educational,n5,rainy,semi-urban,data
8031,scientific,n3,rainy,urban,video
8032,emergency,n3,cloudy,semi-urban,data
8033,ordinary,n5,rainy,urban,emergency
8034,emergency,n3,cloudy,urban,emergency
8035,ordinary,n1,sunny,urban,voice
8036,emergency,n3,rainy,rural,emergency
8037,emergency,n1,snowy,rural,voice
8038,ordinary,n2,cloudy,rural,video
8039,emergency,n3,emergency,semi-urban,voice
8040,emergency,n4,sunny,rural,voice
8041,emergency,n1,cloudy,semi-urban,data
8042,ordinary,n2,emergency,urban,video
8043,scientific,n4,emergency,semi-urban,data
8044,scientific,n2,rainy,semi-urban,data
8045,ordinary,n1,emergency,semi-urban,emergency
8046,educational,n5,cloudy,semi-urban,data
8047,emergency,n4,cloudy,semi-urban,video
8048,emergency,n5,foggy,rural,data
8049,emergency,n3,rainy,rural,voice
8050,educational,n4,snowy,rural,video
8051,scientific,n4,sunny,semi-urban,video
8052,scientific,n4,sunny,rural,data
8053,ordinary,n1,cloudy,semi-urban,data
8054,government,n2,cloudy,urban,data
8055,emergency,n4,emergency,semi-urban,data
8056,scientific,n1,foggy,urban,voice
8057,educational,n5,foggy,semi-urban,data
8058,educational,n2,sunny,semi-urban,video
8059,ordinary,n5,rainy,urban,voice
8060,educational,n5,snowy,semi-urban,data
8061,educational,n2,sunny,semi-urban,emergency
8062,educational,n3,cloudy,semi-urban,emergency
8063,ordinary,n4,cloudy,rural,data
8064,ordinary,n5,cloudy,urban,voice
8065,educational,n5,cloudy,rural,emergency
8066,educational,n5,emergency,semi-urban,emergency
8067,government,n2,snowy,urban,voice
8068,educational,n5,foggy,semi-urban,voice
8069,emergency,n5,emergency,semi-urban,emergency
8070,scientific,n2,rainy,urban,video
8071,emergency,n3,emergency,semi-urban,data
8072,government,n4,foggy,rural,video
8073,ordinary,n3,foggy,urban,data
8074,emergency,n5,cloudy,rural,emergency
8075,emergency,n3,cloudy,semi-urban,video
8076,government,n1,cloudy,urban,data
8077,scientific,n1,sunny,semi-urban,video
8078,government,n3,rainy,semi-urban,emergency
8079,emergency,n4,foggy,urban,emergency
8080,scientific,n2,snowy,semi-urban,emergency
8081,government,n4,foggy,urban,emergency
8082,government,n4,snowy,urban,data
8083,scientific,n5,foggy,urban,data
8084,government,n2,foggy,semi-urban,video
8085,educational,n1,rainy,urban,voice
8086,government,n3,snowy,semi-urban,emergency
8087,educational,n3,snowy,rural,data
8088,educational,n1,sunny,semi-urban,data
8089,scientific,n5,snowy,semi-urban,voice
8090,government,n1,cloudy,urban,video
8091,scientific,n2,sunny,urban,voice
8092,educational,n1,sunny,urban,voice
8093,government,n2,foggy,urban,emergency
8094,government,n1,sunny,semi-urban,video
8095,government,n5,foggy,rural,data
8096,educational,n1,sunny,semi-urban,video
8097,scientific,n2,cloudy,semi-urban,voice
8098,ordinary,n2,sunny,semi-urban,emergency
8099,educational,n5,rainy,urban,data
8100,scientific,n2,snowy,urban,data
8101,educational,n2,rainy,semi-urban,data
8102,government,n2,rainy,semi-urban,emergency
8103,scientific,n2,foggy,semi-urban,data
8104,emergency,n3,sunny,rural,emergency
8105,ordinary,n1,cloudy,semi-urban,data
8106,ordinary,n3,snowy,urban,video
8107,educational,n2,emergency,semi-urban,voice
8108,educational,n3,snowy,rural,video
8109,government,n2,sunny,rural,video
8110,emergency,n5,cloudy,rural,emergency
8111,government,n5,emergency,rural,emergency
8112,scientific,n5,cloudy,rural,emergency
8113,emergency,n3,snowy,semi-urban,voice
8114,emergency,n5,cloudy,rural,video
8115,ordinary,n1,cloudy,semi-urban,voice
8116,ordinary,n5,emergency,semi-urban,voice
8117,government,n3,rainy,semi-urban,voice
8118,educational,n4,emergency,urban,data
8119,emergency,n5,sunny,rural,emergency
8120,educational,n5,emergency,rural,data
8121,educational,n4,foggy,urban,emergency
8122,emergency,n2,foggy,rural,video
8123,emergency,n5,snowy,rural,emergency
8124,government,n2,foggy,rural,emergency
8125,educational,n2,foggy,rural,data
8126,ordinary,n1,cloudy,rural,video
8127,scientific,n5,rainy,rural,video
8128,emergency,n2,cloudy,rural,video
8129,government,n3,snowy,urban,voice
8130,scientific,n2,sunny,urban,data
8131,government,n3,foggy,semi-urban,voice
8132,scientific,n3,foggy,rural,voice
8133,emergency,n3,sunny,urban,data
8134,educational,n4,foggy,urban,data
8135,scientific,n1,snowy,urban,video
8136,ordinary,n3,emergency,semi-urban,voice
8137,emergency,n5,rainy,urban,emergency
8138,emergency,n5,rainy,rural,data
8139,educational,n3,emergency,rural,data
8140,ordinary,n1,rainy,semi-urban,video
8141,emergency,n4,sunny,rural,data
8142,educational,n2,emergency,rural,data
8143,emergency,n2,sunny,rural,voice
8144,educational,n3,foggy,urban,video
8145,ordinary,n2,rainy,urban,video
8146,ordinary,n4,emergency,semi-urban,data
8147,scientific,n5,rainy,rural,voice
8148,educational,n4,emergency,semi-urban,emergency
8149,ordinary,n5,cloudy,semi-urban,voice
8150,emergency,n5,sunny,semi-urban,voice
8151,government,n3,sunny,rural,data
8152,ordinary,n2,cloudy,semi-urban,emergency
8153,scientific,n2,foggy,urban,data
8154,ordinary,n5,emergency,rural,video
8155,emergency,n3,rainy,urban,voice
8156,emergency,n1,emergency,urban,emergency
8157,ordinary,n2,rainy,urban,data
8158,government,n5,rainy,urban,voice
8159,educational,n1,rainy,semi-urban,voice
8160,government,n1,emergency,urban,video
8161,government,n2,snowy,rural,emergency
8162,ordinary,n3,rainy,rural,voice
8163,ordinary,n2,emergency,rural,video
8164,educational,n5,snowy,urban,emergency
8165,government,n3,snowy,rural,data
8166,government,n3,snowy,semi-urban,data
8167,government,n5,foggy,semi-urban,emergency
8168,scientific,n2,emergency,rural,data
8169,ordinary,n5,foggy,semi-urban,video
8170,ordinary,n3,cloudy,semi-urban,emergency
8171,emergency,n2,cloudy,urban,video
8172,ordinary,n4,cloudy,urban,video
8173,educational,n2,foggy,urban,data
8174,emergency,n3,rainy,urban,video
8175,government,n4,rainy,semi-urban,emergency
8176,ordinary,n2,snowy,semi-urban,voice
8177,educational,n3,foggy,urban,data
8178,scientific,n2,snowy,semi-urban,voice
8179,emergency,n4,snowy,urban,voice
8180,government,n5,emergency,semi-urban,data
8181,ordinary,n4,rainy,rural,video
8182,ordinary,n1,snowy,rural,emergency
8183,government,n4,sunny,semi-urban,video
8184,ordinary,n4,foggy,urban,emergency
8185,scientific,n4,emergency,urban,data
8186,scientific,n4,foggy,semi-urban,video
8187,emergency,n2,foggy,semi-urban,voice
8188,emergency,n1,sunny,semi-urban,video
8189,scientific,n4,foggy,urban,voice
8190,emergency,n4,rainy,rural,data
8191,emergency,n5,foggy,urban,emergency
8192,emergency,n3,sunny,urban,data
8193,emergency,n3,sunny,rural,data
8194,government,n1,emergency,urban,video
8195,ordinary,n1,rainy,urban,data
8196,emergency,n5,emergency,semi-urban,emergency
8197,scientific,n4,rainy,urban,emergency
8198,educational,n4,rainy,urban,video
8199,government,n5,sunny,semi-urban,data
8200,scientific,n4,snowy,semi-urban,video
8201,ordinary,n5,foggy,urban,emergency
8202,government,n1,cloudy,rural,emergency
8203,emergency,n4,cloudy,urban,data
8204,government,n5,sunny,semi-urban,data
8205,scientific,n4,rainy,semi-urban,video
8206,emergency,n4,cloudy,semi-urban,voice
8207,educational,n2,sunny,semi-urban,emergency
8208,government,n2,foggy,semi-urban,emergency
8209,scientific,n3,sunny,semi-urban,emergency
8210,government,n5,cloudy,urban,video
8211,government,n1,sunny,urban,data
8212,ordinary,n1,sunny,urban,data
8213,government,n4,emergency,rural,voice
8214,ordinary,n1,rainy,semi-urban,video
8215,ordinary,n1,cloudy,rural,video
8216,educational,n2,rainy,rural,data
8217,educational,n1,rainy,semi-urban,data
8218,government,n5,emergency,rural,data
8219,scientific,n3,cloudy,urban,video
8220,educational,n2,rainy,semi-urban,video
8221,government,n5,snowy,rural,emergency
8222,ordinary,n1,sunny,urban,emergency
8223,emergency,n2,cloudy,rural,video
8224,educational,n5,snowy,urban,video
8225,ordinary,n3,emergency,urban,voice
8226,government,n3,emergency,semi-urban,video
8227,emergency,n3,foggy,rural,emergency
8228,government,n1,foggy,semi-urban,emergency
8229,government,n3,foggy,rural,data
8230,emergency,n1,rainy,urban,video
8231,educational,n4,sunny,semi-urban,emergency
8232,educational,n5,snowy,rural,video
8233,emergency,n1,snowy,urban,emergency
8234,scientific,n2,rainy,rural,emergency
8235,educational,n3,cloudy,urban,voice
8236,educational,n2,snowy,urban,video
8237,educational,n4,emergency,urban,video
8238,scientific,n5,sunny,rural,emergency
8239,scientific,n5,emergency,rural,data
8240,educational,n1,sunny,semi-urban,video
8241,educational,n3,snowy,rural,emergency
8242,emergency,n2,emergency,rural,data
8243,emergency,n1,foggy,rural,voice
8244,ordinary,n1,cloudy,semi-urban,emergency
8245,emergency,n3,rainy,rural,data
8246,ordinary,n5,cloudy,urban,data
8247,emergency,n1,cloudy,urban,voice
8248,emergency,n3,foggy,rural,video
8249,scientific,n5,snowy,semi-urban,data
8250,scientific,n2,rainy,urban,data
8251,scientific,n5,cloudy,rural,video
8252,emergency,n1,cloudy,urban,voice
8253,ordinary,n1,foggy,rural,video
8254,scientific,n5,foggy,urban,emergency
8255,scientific,n3,cloudy,semi-urban,voice
8256,ordinary,n1,sunny,rural,voice
8257,ordinary,n3,sunny,rural,video
8258,ordinary,n4,snowy,rural,voice
8259,emergency,n3,snowy,urban,data
8260,scientific,n2,cloudy,rural,data
8261,ordinary,n4,sunny,urban,voice
8262,emergency,n1,rainy,urban,video
8263,emergency,n5,snowy,semi-urban,voice
8264,educational,n3,snowy,rural,video
8265,educational,n1,foggy,semi-urban,emergency
8266,government,n4,foggy,rural,video
8267,ordinary,n3,cloudy,rural,voice
8268,ordinary,n2,sunny,urban,emergency
8269,emergency,n2,emergency,semi-urban,voice
8270,educational,n1,sunny,urban,video
8271,scientific,n2,sunny,rural,voice
8272,ordinary,n4,sunny,rural,emergency
8273,emergency,n4,foggy,semi-urban,video
8274,scientific,n4,sunny,rural,video
8275,emergency,n2,rainy,rural,video
8276,government,n2,cloudy,urban,emergency
8277,scientific,n4,emergency,urban,data
8278,ordinary,n3,sunny,rural,voice
8279,scientific,n4,emergency,rural,video
8280,educational,n5,cloudy,urban,data
8281,educational,n4,foggy,semi-urban,voice
8282,government,n4,foggy,urban,data
8283,emergency,n3,rainy,rural,video
8284,emergency,n5,snowy,rural,video
8285,scientific,n2,cloudy,urban,voice
8286,government,n2,rainy,rural,emergency
8287,ordinary,n4,foggy,rural,data
8288,scientific,n1,cloudy,urban,emergency
8289,scientific,n1,snowy,urban,voice
8290,scientific,n2,sunny,urban,data
8291,educational,n1,snowy,semi-urban,video
8292,educational,n3,cloudy,urban,data
8293,ordinary,n2,foggy,semi-urban,emergency
8294,ordinary,n5,snowy,rural,emergency
8295,emergency,n4,foggy,urban,video
8296,educational,n5,cloudy,semi-urban,voice
8297,government,n4,cloudy,urban,data
8298,educational,n4,emergency,urban,data
8299,educational,n1,foggy,rural,emergency
8300,government,n1,foggy,urban,voice
8301,ordinary,n1,emergency,rural,video
8302,emergency,n1,rainy,semi-urban,data
8303,government,n2,cloudy,urban,emergency
8304,government,n4,rainy,semi-urban,video
8305,ordinary,n2,foggy,semi-urban,voice
8306,emergency,n1,rainy,semi-urban,emergency
8307,scientific,n1,emergency,semi-urban,data
8308,educational,n5,rainy,semi-urban,emergency
8309,ordinary,n4,sunny,rural,video
8310,scientific,n4,snowy,urban,emergency
8311,scientific,n5,rainy,rural,data
8312,emergency,n1,emergency,semi-urban,video
8313,emergency,n2,foggy,rural,emergency
8314,scientific,n2,rainy,semi-urban,video
8315,government,n2,cloudy,urban,video
8316,government,n1,snowy,semi-urban,voice
8317,ordinary,n3,foggy,semi-urban,data
8318,government,n2,foggy,semi-urban,video
8319,emergency,n4,snowy,rural,emergency
8320,emergency,n1,cloudy,rural,data
8321,government,n4,rainy,semi-urban,video
8322,educational,n4,rainy,urban,voice
8323,ordinary,n4,foggy,semi-urban,emergency
8324,ordinary,n4,snowy,urban,emergency
8325,educational,n5,snowy,urban,emergency
8326,government,n5,sunny,urban,voice
8327,ordinary,n2,rainy,urban,data
8328,government,n2,emergency,semi-urban,video
8329,educational,n1,rainy,urban,video
8330,emergency,n2,cloudy,rural,voice
8331,ordinary,n3,snowy,urban,video
8332,ordinary,n5,emergency,semi-urban,emergency
8333,educational,n3,emergency,urban,video
8334,ordinary,n3,rainy,urban,data
8335,government,n3,foggy,semi-urban,voice
8336,government,n1,cloudy,rural,emergency
8337,emergency,n2,sunny,semi-urban,video
8338,government,n5,rainy,semi-urban,video
8339,scientific,n1,rainy,rural,voice
8340,scientific,n2,emergency,urban,data
8341,ordinary,n4,sunny,urban,voice
8342,ordinary,n4,sunny,rural,data
8343,ordinary,n4,sunny,urban,emergency
8344,emergency,n3,emergency,urban,video
8345,scientific,n3,sunny,semi-urban,emergency
8346,scientific,n2,emergency,urban,emergency
8347,government,n4,cloudy,rural,voice
8348,emergency,n1,snowy,semi-urban,emergency
8349,ordinary,n2,snowy,urban,voice
8350,ordinary,n1,cloudy,urban,voice
8351,government,n2,cloudy,rural,voice
8352,educational,n3,foggy,rural,data
8353,emergency,n2,emergency,urban,video
8354,educational,n5,foggy,urban,video
8355,scientific,n2,cloudy,rural,video
8356,ordinary,n4,snowy,urban,voice
8357,educational,n3,sunny,semi-urban,data
8358,educational,n1,cloudy,semi-urban,voice
8359,emergency,n1,cloudy,urban,emergency
8360,scientific,n2,emergency,rural,emergency
8361,ordinary,n3,sunny,urban,data
8362,government,n4,emergency,urban,voice
8363,ordinary,n5,cloudy,urban,video
8364,government,n3,cloudy,rural,voice
8365,emergency,n4,cloudy,rural,voice
8366,educational,n4,sunny,semi-urban,voice
8367,scientific,n5,rainy,urban,data
8368,ordinary,n5,sunny,semi-urban,data
8369,scientific,n2,snowy,semi-urban,voice
8370,government,n1,foggy,semi-urban,data
8371,government,n5,rainy,urban,data
8372,government,n4,emergency,rural,data
8373,scientific,n5,snowy,semi-urban,emergency
8374,educational,n5,rainy,semi-urban,voice
8375,emergency,n1,snowy,rural,voice
8376,scientific,n2,rainy,rural,data
8377,educational,n2,cloudy,rural,emergency
8378,scientific,n2,rainy,urban,emergency
8379,scientific,n1,rainy,rural,emergency
8380,scientific,n4,cloudy,semi-urban,voice
8381,educational,n1,snowy,urban,data
8382,emergency,n2,cloudy,rural,data
8383,educational,n4,cloudy,rural,voice
8384,educational,n1,foggy,urban,data
8385,government,n5,rainy,semi-urban,video
8386,scientific,n4,cloudy,semi-urban,voice
8387,scientific,n1,snowy,urban,video
8388,emergency,n3,sunny,urban,voice
8389,educational,n4,rainy,urban,emergency
8390,government,n4,cloudy,urban,voice
8391,emergency,n3,sunny,semi-urban,video
8392,scientific,n5,sunny,urban,video
8393,educational,n2,snowy,rural,data
8394,government,n5,rainy,urban,video
8395,scientific,n3,foggy,urban,data
8396,emergency,n5,foggy,semi-urban,voice
8397,emergency,n1,snowy,rural,voice
8398,emergency,n1,snowy,urban,emergency
8399,scientific,n4,foggy,semi-urban,data
8400,ordinary,n3,rainy,urban,data
8401,ordinary,n2,sunny,rural,emergency
8402,government,n4,foggy,rural,data
8403,educational,n5,foggy,semi-urban,voice
8404,emergency,n2,emergency,semi-urban,data
8405,ordinary,n5,snowy,urban,data
8406,ordinary,n3,snowy,rural,video
8407,educational,n2,snowy,rural,emergency
8408,educational,n5,cloudy,urban,voice
8409,government,n1,foggy,rural,video
8410,emergency,n5,rainy,rural,video
8411,scientific,n1,snowy,rural,video
8412,scientific,n2,rainy,rural,voice
8413,government,n4,snowy,urban,video
8414,educational,n2,foggy,semi-urban,data
8415,government,n2,snowy,semi-urban,emergency
8416,emergency,n1,emergency,rural,data
8417,educational,n5,cloudy,semi-urban,data
8418,ordinary,n4,emergency,semi-urban,voice
8419,government,n1,emergency,rural,voice
8420,educational,n2,foggy,urban,voice
8421,government,n2,snowy,rural,emergency
8422,scientific,n1,sunny,urban,data
8423,emergency,n4,cloudy,semi-urban,emergency
8424,scientific,n1,emergency,rural,voice
8425,ordinary,n2,sunny,semi-urban,voice
8426,emergency,n5,rainy,semi-urban,voice
8427,government,n4,cloudy,rural,emergency
8428,educational,n3,snowy,semi-urban,voice
8429,ordinary,n2,sunny,semi-urban,data
8430,emergency,n3,rainy,urban,emergency
8431,government,n2,foggy,semi-urban,video
8432,ordinary,n3,emergency,rural,emergency
8433,educational,n3,rainy,urban,data
8434,educational,n2,foggy,rural,video
8435,ordinary,n3,emergency,urban,video
8436,educational,n5,emergency,semi-urban,data
8437,government,n3,rainy,semi-urban,voice
8438,scientific,n1,rainy,rural,data
8439,ordinary,n4,emergency,semi-urban,emergency
8440,ordinary,n3,foggy,semi-urban,data
8441,ordinary,n2,rainy,urban,data
8442,government,n1,foggy,semi-urban,emergency
8443,emergency,n4,sunny,semi-urban,video
8444,educational,n4,rainy,urban,data
8445,educational,n4,foggy,semi-urban,data
8446,educational,n4,snowy,rural,voice
8447,government,n5,sunny,semi-urban,emergency
8448,scientific,n3,sunny,urban,data
8449,educational,n2,foggy,semi-urban,voice
8450,scientific,n4,rainy,urban,data
8451,scientific,n2,rainy,urban,voice
8452,educational,n5,rainy,rural,video
8453,scientific,n4,cloudy,rural,voice
8454,ordinary,n3,foggy,semi-urban,data
8455,government,n5,emergency,semi-urban,voice
8456,ordinary,n4,rainy,rural,video
8457,ordinary,n5,snowy,rural,emergency
8458,ordinary,n5,rainy,urban,voice
8459,government,n1,sunny,urban,emergency
8460,government,n5,rainy,semi-urban,data
8461,ordinary,n5,sunny,rural,video
8462,ordinary,n5,cloudy,urban,video
8463,government,n1,snowy,rural,data
8464,scientific,n5,sunny,rural,emergency
8465,educational,n2,sunny,semi-urban,voice
8466,educational,n2,cloudy,rural,emergency
8467,government,n2,snowy,urban,voice
8468,government,n4,rainy,semi-urban,video
8469,educational,n2,foggy,semi-urban,voice
8470,ordinary,n2,cloudy,rural,data
8471,educational,n5,emergency,rural,data
8472,scientific,n2,sunny,rural,voice
8473,ordinary,n3,rainy,semi-urban,data
8474,educational,n1,rainy,rural,video
8475,scientific,n4,sunny,semi-urban,data
8476,emergency,n1,sunny,rural,emergency
8477,scientific,n3,emergency,rural,data
8478,educational,n3,cloudy,urban,emergency
8479,ordinary,n1,cloudy,urban,data
8480,ordinary,n4,rainy,semi-urban,voice
8481,scientific,n4,rainy,semi-urban,voice
8482,scientific,n3,sunny,rural,voice
8483,ordinary,n3,cloudy,urban,emergency
8484,scientific,n3,cloudy,rural,emergency
8485,government,n4,snowy,urban,data
8486,scientific,n4,cloudy,urban,voice
8487,scientific,n3,sunny,rural,data
8488,emergency,n5,cloudy,semi-urban,data
8489,scientific,n2,sunny,urban,voice
8490,government,n1,snowy,semi-urban,emergency
8491,emergency,n2,snowy,urban,data
8492,government,n4,cloudy,semi-urban,video
8493,government,n3,cloudy,semi-urban,video
8494,educational,n5,foggy,semi-urban,voice
8495,educational,n5,snowy,rural,voice
8496,government,n5,snowy,semi-urban,emergency
8497,government,n4,sunny,rural,data
8498,ordinary,n2,foggy,semi-urban,emergency
8499,ordinary,n3,emergency,semi-urban,data
